Series_reference,Period,Data_value,Status,Units,Magnitude,Subject,Periodicity,Group,Series_title_1,Series_title_2,Series_title_3,Series_title_4,Series_title_5
PTSA.SA01HB1PS,2018.09,87.8,P,Percent,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,Home involved,Buyers,At least one NZ citizen,Proportion of transfers (where affiliation known)
PTSA.SA01HB1PJ,2019.06,87.9,P,Percent,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,Home involved,Buyers,At least one NZ citizen,Proportion of transfers (where affiliation known)
PTSA.SA01HB1PD,2018.12,88.1,P,Percent,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,Home involved,Buyers,At least one NZ citizen,Proportion of transfers (where affiliation known)
PTSA.SA01UB4NS,2019.09,90,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,Property type unknown,Buyers,Corporate only,Number of transfers
PTSA.SA01ZS3NS,2021.09,90,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,All property,Sellers,No NZ citizens or resident visas,Number of transfers
PTSA.SA02UB3NM,2018.03,90,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Auckland Region,Property type unknown,Buyers,No NZ citizens or resident visas,Number of transfers
PTSA.SA03HB3NS,2019.09,90,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Waikato Region,Home involved,Buyers,No NZ citizens or resident visas,Number of transfers
PTSA.SA03HS3NJ,2020.06,90,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Waikato Region,Home involved,Sellers,No NZ citizens or resident visas,Number of transfers
PTSA.SA01NB2NM,2021.03,93,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,No home involved,Buyers,At least one NZ resident visa (but no citizens),Number of transfers
PTSA.SA01UB4ND,2019.12,93,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,Property type unknown,Buyers,Corporate only,Number of transfers
PTSA.SA01ZS3NJ,2021.06,93,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,All property,Sellers,No NZ citizens or resident visas,Number of transfers
PTSA.SA01ZS3NM,2021.03,93,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,All property,Sellers,No NZ citizens or resident visas,Number of transfers
PTSA.SA01ZS3NS,2018.09,93,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,All property,Sellers,No NZ citizens or resident visas,Number of transfers
PTSA.SA02NB3ND,2019.12,93,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Auckland Region,No home involved,Buyers,No NZ citizens or resident visas,Number of transfers
PTSA.SA02NB3NJ,2019.06,93,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Auckland Region,No home involved,Buyers,No NZ citizens or resident visas,Number of transfers
PTSA.SA03HS3ND,2018.12,93,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Waikato Region,Home involved,Sellers,No NZ citizens or resident visas,Number of transfers
PTSA.SA03HS3NM,2022.03,93,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Waikato Region,Home involved,Sellers,No NZ citizens or resident visas,Number of transfers
PTSA.SA01NB2NS,2021.09,96,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,No home involved,Buyers,At least one NZ resident visa (but no citizens),Number of transfers
PTSA.SA01UB4NJ,2021.06,96,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,Property type unknown,Buyers,Corporate only,Number of transfers
PTSA.SA01US4NS,2017.09,96,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,Property type unknown,Sellers,Corporate only,Number of transfers
PTSA.SA03HS3NM,2020.03,96,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Waikato Region,Home involved,Sellers,No NZ citizens or resident visas,Number of transfers
PTSA.SA03HS3NS,2020.09,96,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Waikato Region,Home involved,Sellers,No NZ citizens or resident visas,Number of transfers
PTSA.SA01UB4ND,2017.12,99,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,Property type unknown,Buyers,Corporate only,Number of transfers
PTSA.SA01UB4NM,2022.03,99,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,Property type unknown,Buyers,Corporate only,Number of transfers
PTSA.SA02ZB6NJ,2018.06,99,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Auckland Region,All property,Buyers,Affiliation unknown,Number of transfers
PTSA.SA03HS3ND,2021.12,99,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Waikato Region,Home involved,Sellers,No NZ citizens or resident visas,Number of transfers
PTSA.SA03HS3NS,2018.09,99,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Waikato Region,Home involved,Sellers,No NZ citizens or resident visas,Number of transfers
PTSA.SA03ZS3NS,2019.09,99,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Waikato Region,All property,Sellers,No NZ citizens or resident visas,Number of transfers
PTSA.SA04HB3ND,2018.12,99,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Bay of Plenty Region,Home involved,Buyers,No NZ citizens or resident visas,Number of transfers
PTSA.SA01US4NS,2020.09,102,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,Property type unknown,Sellers,Corporate only,Number of transfers
PTSA.SA01ZS3NJ,2018.06,102,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,All property,Sellers,No NZ citizens or resident visas,Number of transfers
PTSA.SA02ZS6NJ,2018.06,102,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Auckland Region,All property,Sellers,Affiliation unknown,Number of transfers
PTSA.SA03HS3NJ,2021.06,102,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Waikato Region,Home involved,Sellers,No NZ citizens or resident visas,Number of transfers
PTSA.SA03HS3NM,2021.03,102,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Waikato Region,Home involved,Sellers,No NZ citizens or resident visas,Number of transfers
PTSA.SA03NB2NS,2017.09,102,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Waikato Region,No home involved,Buyers,At least one NZ resident visa (but no citizens),Number of transfers
PTSA.SA03ZS3ND,2019.12,102,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Waikato Region,All property,Sellers,No NZ citizens or resident visas,Number of transfers
PTSA.SA03ZS3NJ,2019.06,102,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Waikato Region,All property,Sellers,No NZ citizens or resident visas,Number of transfers
PTSA.SA04NB6ND,2017.12,102,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Bay of Plenty Region,No home involved,Buyers,Affiliation unknown,Number of transfers
PTSA.SA01UB4NS,2021.09,105,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,Property type unknown,Buyers,Corporate only,Number of transfers
PTSA.SA01UB6NS,2017.09,105,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,Property type unknown,Buyers,Affiliation unknown,Number of transfers
PTSA.SA01US6NS,2017.09,105,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,Property type unknown,Sellers,Affiliation unknown,Number of transfers
PTSA.SA02NB3NS,2017.09,105,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Auckland Region,No home involved,Buyers,No NZ citizens or resident visas,Number of transfers
PTSA.SA03HS3ND,2020.12,105,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Waikato Region,Home involved,Sellers,No NZ citizens or resident visas,Number of transfers
PTSA.SA01US4ND,2020.12,108,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,Property type unknown,Sellers,Corporate only,Number of transfers
PTSA.SA01ZS3ND,2017.12,108,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,All property,Sellers,No NZ citizens or resident visas,Number of transfers
PTSA.SA02UB2NS,2017.09,108,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Auckland Region,Property type unknown,Buyers,At least one NZ resident visa (but no citizens),Number of transfers
PTSA.SA02UB2NS,2019.09,108,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Auckland Region,Property type unknown,Buyers,At least one NZ resident visa (but no citizens),Number of transfers
PTSA.SA03HS3NJ,2018.06,108,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Waikato Region,Home involved,Sellers,No NZ citizens or resident visas,Number of transfers
PTSA.SA03HS3NS,2021.09,108,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Waikato Region,Home involved,Sellers,No NZ citizens or resident visas,Number of transfers
PTSA.SA01UB4ND,2021.12,111,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,Property type unknown,Buyers,Corporate only,Number of transfers
PTSA.SA01US4ND,2018.12,111,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,Property type unknown,Sellers,Corporate only,Number of transfers
PTSA.SA01US4NJ,2019.06,111,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,Property type unknown,Sellers,Corporate only,Number of transfers
PTSA.SA01US4NM,2019.03,111,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,Property type unknown,Sellers,Corporate only,Number of transfers
PTSA.SA01ZS3NM,2018.03,111,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,All property,Sellers,No NZ citizens or resident visas,Number of transfers
PTSA.SA03HS3NS,2017.09,111,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Waikato Region,Home involved,Sellers,No NZ citizens or resident visas,Number of transfers
PTSA.SA03ZS3NJ,2020.06,111,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Waikato Region,All property,Sellers,No NZ citizens or resident visas,Number of transfers
PTSA.SA01HS2NS,2017.09,114,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,Home involved,Sellers,At least one NZ resident visa (but no citizens),Number of transfers
PTSA.SA01NB2NJ,2021.06,114,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,No home involved,Buyers,At least one NZ resident visa (but no citizens),Number of transfers
PTSA.SA01US4NJ,2020.06,114,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,Property type unknown,Sellers,Corporate only,Number of transfers
PTSA.SA01US4NS,2018.09,114,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,Property type unknown,Sellers,Corporate only,Number of transfers
PTSA.SA03ZB3NS,2019.09,114,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Waikato Region,All property,Buyers,No NZ citizens or resident visas,Number of transfers
PTSA.SA03ZB6NM,2018.03,114,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Waikato Region,All property,Buyers,Affiliation unknown,Number of transfers
PTSA.SA03ZS3NM,2020.03,114,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Waikato Region,All property,Sellers,No NZ citizens or resident visas,Number of transfers
PTSA.SA03ZS3NM,2022.03,114,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Waikato Region,All property,Sellers,No NZ citizens or resident visas,Number of transfers
PTSA.SA04HB3ND,2017.12,114,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Bay of Plenty Region,Home involved,Buyers,No NZ citizens or resident visas,Number of transfers
PTSA.SA04NS6ND,2017.12,114,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Bay of Plenty Region,No home involved,Sellers,Affiliation unknown,Number of transfers
PTSA.SA02UB2NJ,2019.06,117,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Auckland Region,Property type unknown,Buyers,At least one NZ resident visa (but no citizens),Number of transfers
PTSA.SA03ZS6NM,2018.03,117,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Waikato Region,All property,Sellers,Affiliation unknown,Number of transfers
PTSA.SA04HB3NJ,2018.06,117,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Bay of Plenty Region,Home involved,Buyers,No NZ citizens or resident visas,Number of transfers
PTSA.SA04HB3NS,2018.09,117,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Bay of Plenty Region,Home involved,Buyers,No NZ citizens or resident visas,Number of transfers
PTSA.SA01US4ND,2017.12,120,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,Property type unknown,Sellers,Corporate only,Number of transfers
PTSA.SA01US4NS,2019.09,120,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,Property type unknown,Sellers,Corporate only,Number of transfers
PTSA.SA02NB3ND,2017.12,120,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Auckland Region,No home involved,Buyers,No NZ citizens or resident visas,Number of transfers
PTSA.SA02NB3NM,2019.03,120,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Auckland Region,No home involved,Buyers,No NZ citizens or resident visas,Number of transfers
PTSA.SA02UB3ND,2019.12,120,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Auckland Region,Property type unknown,Buyers,No NZ citizens or resident visas,Number of transfers
PTSA.SA02UB3NJ,2020.06,120,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Auckland Region,Property type unknown,Buyers,No NZ citizens or resident visas,Number of transfers
PTSA.SA03ZS3NS,2020.09,120,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Waikato Region,All property,Sellers,No NZ citizens or resident visas,Number of transfers
PTSA.SA04HB3NM,2018.03,120,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Bay of Plenty Region,Home involved,Buyers,No NZ citizens or resident visas,Number of transfers
PTSA.SA01US4NJ,2018.06,123,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,Property type unknown,Sellers,Corporate only,Number of transfers
PTSA.SA01US4NM,2020.03,123,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,Property type unknown,Sellers,Corporate only,Number of transfers
PTSA.SA02NS2NS,2019.09,123,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Auckland Region,No home involved,Sellers,At least one NZ resident visa (but no citizens),Number of transfers
PTSA.SA02UB3NS,2020.09,123,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Auckland Region,Property type unknown,Buyers,No NZ citizens or resident visas,Number of transfers
PTSA.SA03ZS3NM,2019.03,123,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Waikato Region,All property,Sellers,No NZ citizens or resident visas,Number of transfers
PTSA.SA01US4NM,2018.03,126,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,Property type unknown,Sellers,Corporate only,Number of transfers
PTSA.SA01US4NM,2021.03,126,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,Property type unknown,Sellers,Corporate only,Number of transfers
PTSA.SA02UB2ND,2019.12,126,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Auckland Region,Property type unknown,Buyers,At least one NZ resident visa (but no citizens),Number of transfers
PTSA.SA02UB3NM,2020.03,126,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Auckland Region,Property type unknown,Buyers,No NZ citizens or resident visas,Number of transfers
PTSA.SA03HS3NM,2018.03,126,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Waikato Region,Home involved,Sellers,No NZ citizens or resident visas,Number of transfers
PTSA.SA03NB2ND,2018.12,126,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Waikato Region,No home involved,Buyers,At least one NZ resident visa (but no citizens),Number of transfers
PTSA.SA03NB2NM,2022.03,126,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Waikato Region,No home involved,Buyers,At least one NZ resident visa (but no citizens),Number of transfers
PTSA.SA03ZS3ND,2021.12,126,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Waikato Region,All property,Sellers,No NZ citizens or resident visas,Number of transfers
PTSA.SA02NS2ND,2018.12,129,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Auckland Region,No home involved,Sellers,At least one NZ resident visa (but no citizens),Number of transfers
PTSA.SA02NS2NJ,2019.06,129,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Auckland Region,No home involved,Sellers,At least one NZ resident visa (but no citizens),Number of transfers
PTSA.SA02UB2NM,2019.03,129,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Auckland Region,Property type unknown,Buyers,At least one NZ resident visa (but no citizens),Number of transfers
PTSA.SA03ZS3ND,2018.12,129,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Waikato Region,All property,Sellers,No NZ citizens or resident visas,Number of transfers
PTSA.SA03ZS3NS,2017.09,129,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Waikato Region,All property,Sellers,No NZ citizens or resident visas,Number of transfers
PTSA.SA01US4ND,2019.12,132,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,Property type unknown,Sellers,Corporate only,Number of transfers
PTSA.SA02NS2NS,2017.09,132,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Auckland Region,No home involved,Sellers,At least one NZ resident visa (but no citizens),Number of transfers
PTSA.SA02NS2NM,2019.03,135,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Auckland Region,No home involved,Sellers,At least one NZ resident visa (but no citizens),Number of transfers
PTSA.SA02NS2NS,2018.09,135,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Auckland Region,No home involved,Sellers,At least one NZ resident visa (but no citizens),Number of transfers
PTSA.SA02UB2ND,2017.12,135,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Auckland Region,Property type unknown,Buyers,At least one NZ resident visa (but no citizens),Number of transfers
PTSA.SA03NB2NM,2019.03,135,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Waikato Region,No home involved,Buyers,At least one NZ resident visa (but no citizens),Number of transfers
PTSA.SA01HS2NM,2018.03,138,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,Home involved,Sellers,At least one NZ resident visa (but no citizens),Number of transfers
PTSA.SA01US4NM,2022.03,138,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,Property type unknown,Sellers,Corporate only,Number of transfers
PTSA.SA02NS2NM,2020.03,138,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Auckland Region,No home involved,Sellers,At least one NZ resident visa (but no citizens),Number of transfers
PTSA.SA03HS3ND,2017.12,138,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Waikato Region,Home involved,Sellers,No NZ citizens or resident visas,Number of transfers
PTSA.SA03NB2NS,2018.09,138,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Waikato Region,No home involved,Buyers,At least one NZ resident visa (but no citizens),Number of transfers
PTSA.SA03NB6ND,2017.12,138,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Waikato Region,No home involved,Buyers,Affiliation unknown,Number of transfers
PTSA.SA03ZS3ND,2020.12,138,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Waikato Region,All property,Sellers,No NZ citizens or resident visas,Number of transfers
PTSA.SA03ZS3NS,2018.09,138,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Waikato Region,All property,Sellers,No NZ citizens or resident visas,Number of transfers
PTSA.SA01ZS2NS,2017.09,141,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,All property,Sellers,At least one NZ resident visa (but no citizens),Number of transfers
PTSA.SA03NB2ND,2017.12,141,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Waikato Region,No home involved,Buyers,At least one NZ resident visa (but no citizens),Number of transfers
PTSA.SA03NB2NJ,2018.06,141,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Waikato Region,No home involved,Buyers,At least one NZ resident visa (but no citizens),Number of transfers
PTSA.SA03NB2NJ,2019.06,141,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Waikato Region,No home involved,Buyers,At least one NZ resident visa (but no citizens),Number of transfers
PTSA.SA01HS2ND,2017.12,144,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,Home involved,Sellers,At least one NZ resident visa (but no citizens),Number of transfers
PTSA.SA02NB3NJ,2018.06,144,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Auckland Region,No home involved,Buyers,No NZ citizens or resident visas,Number of transfers
PTSA.SA02NB3NM,2018.03,144,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Auckland Region,No home involved,Buyers,No NZ citizens or resident visas,Number of transfers
PTSA.SA02NS2ND,2019.12,144,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Auckland Region,No home involved,Sellers,At least one NZ resident visa (but no citizens),Number of transfers
PTSA.SA02NS2NJ,2018.06,144,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Auckland Region,No home involved,Sellers,At least one NZ resident visa (but no citizens),Number of transfers
PTSA.SA02NS2NJ,2020.06,144,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Auckland Region,No home involved,Sellers,At least one NZ resident visa (but no citizens),Number of transfers
PTSA.SA02UB2NM,2021.03,144,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Auckland Region,Property type unknown,Buyers,At least one NZ resident visa (but no citizens),Number of transfers
PTSA.SA03ZS3NM,2021.03,144,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Waikato Region,All property,Sellers,No NZ citizens or resident visas,Number of transfers
PTSA.SA02NS2ND,2017.12,147,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Auckland Region,No home involved,Sellers,At least one NZ resident visa (but no citizens),Number of transfers
PTSA.SA02NS2NM,2018.03,147,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Auckland Region,No home involved,Sellers,At least one NZ resident visa (but no citizens),Number of transfers
PTSA.SA02UB2ND,2020.12,147,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Auckland Region,Property type unknown,Buyers,At least one NZ resident visa (but no citizens),Number of transfers
PTSA.SA02UB2NJ,2020.06,147,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Auckland Region,Property type unknown,Buyers,At least one NZ resident visa (but no citizens),Number of transfers
PTSA.SA03NB2NM,2018.03,147,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Waikato Region,No home involved,Buyers,At least one NZ resident visa (but no citizens),Number of transfers
PTSA.SA03ZS3NJ,2018.06,147,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Waikato Region,All property,Sellers,No NZ citizens or resident visas,Number of transfers
PTSA.SA03ZS3NJ,2021.06,147,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Waikato Region,All property,Sellers,No NZ citizens or resident visas,Number of transfers
PTSA.SA03ZS3NS,2021.09,147,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Waikato Region,All property,Sellers,No NZ citizens or resident visas,Number of transfers
PTSA.SA01HS2NJ,2018.06,150,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,Home involved,Sellers,At least one NZ resident visa (but no citizens),Number of transfers
PTSA.SA02NB3ND,2018.12,150,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Auckland Region,No home involved,Buyers,No NZ citizens or resident visas,Number of transfers
PTSA.SA02UB2NM,2018.03,150,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Auckland Region,Property type unknown,Buyers,At least one NZ resident visa (but no citizens),Number of transfers
PTSA.SA02UB2NM,2020.03,150,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Auckland Region,Property type unknown,Buyers,At least one NZ resident visa (but no citizens),Number of transfers
PTSA.SA03HB3NJ,2019.06,150,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Waikato Region,Home involved,Buyers,No NZ citizens or resident visas,Number of transfers
PTSA.SA03ZS3NM,2018.03,150,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Waikato Region,All property,Sellers,No NZ citizens or resident visas,Number of transfers
PTSA.SA01US4NJ,2021.06,153,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,Property type unknown,Sellers,Corporate only,Number of transfers
PTSA.SA02NB3NS,2018.09,153,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Auckland Region,No home involved,Buyers,No NZ citizens or resident visas,Number of transfers
PTSA.SA01HS2NS,2018.09,156,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,Home involved,Sellers,At least one NZ resident visa (but no citizens),Number of transfers
PTSA.SA02UB2ND,2018.12,156,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Auckland Region,Property type unknown,Buyers,At least one NZ resident visa (but no citizens),Number of transfers
PTSA.SA02UB2NJ,2018.06,156,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Auckland Region,Property type unknown,Buyers,At least one NZ resident visa (but no citizens),Number of transfers
PTSA.SA02UB2NM,2022.03,156,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Auckland Region,Property type unknown,Buyers,At least one NZ resident visa (but no citizens),Number of transfers
PTSA.SA02UB2NS,2018.09,156,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Auckland Region,Property type unknown,Buyers,At least one NZ resident visa (but no citizens),Number of transfers
PTSA.SA03NB2NJ,2020.06,156,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Waikato Region,No home involved,Buyers,At least one NZ resident visa (but no citizens),Number of transfers
PTSA.SA03NB2NS,2019.09,156,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Waikato Region,No home involved,Buyers,At least one NZ resident visa (but no citizens),Number of transfers
PTSA.SA01US4ND,2021.12,159,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,Property type unknown,Sellers,Corporate only,Number of transfers
PTSA.SA02NS2NM,2022.03,159,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Auckland Region,No home involved,Sellers,At least one NZ resident visa (but no citizens),Number of transfers
PTSA.SA02UB2NS,2020.09,159,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Auckland Region,Property type unknown,Buyers,At least one NZ resident visa (but no citizens),Number of transfers
PTSA.SA01US4NS,2021.09,162,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,Property type unknown,Sellers,Corporate only,Number of transfers
PTSA.SA03NB2NM,2020.03,162,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Waikato Region,No home involved,Buyers,At least one NZ resident visa (but no citizens),Number of transfers
PTSA.SA03ZS3ND,2017.12,162,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Waikato Region,All property,Sellers,No NZ citizens or resident visas,Number of transfers
PTSA.SA01US1NS,2017.09,165,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,Property type unknown,Sellers,At least one NZ citizen,Number of transfers
PTSA.SA02UB2ND,2021.12,165,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Auckland Region,Property type unknown,Buyers,At least one NZ resident visa (but no citizens),Number of transfers
